destination,rating,rating,text,time
Sipadan Kapalai Dive Resort,,5.0,"We came as part of the excursion with Halo Halo, This was one of the stops and it was highlight of the day! The snorkelling was first rate! There were thousands of colorful tropical fish of all colours and sizes and the highlights were several giant sea turtles and a massive barracuda. The experience here was unforgettable!",2024-03-18T00:16:32.971Z
Sipadan Kapalai Dive Resort,,4.0,"A great holiday vacation.
Awesome local malay food that we enjoyed!
A great shout out to the Dive Master - Rodel. We enjoyed his guide in the Discovery Scuba Dive. He is so experienced  and he made us feel very safe in each of the dives..We had 4 dives at different locations around the resort.
Each dive was an eye opener. At the last dive, we saw close to 20 turtles !!! Sipadan is truly an amazing place even for beginners like us.

However, on the day when we checked out it was pouring. I was disaapointed that the bugy that came to pick us from the chalet was not covered. We were all drenched by the time we reach the front office to proceed with check out. I hope management can take note on this.
Lastly, more conservation work is  needed. Many plastic pollutants were seen.",2024-03-16T14:41:16.507Z
Sipadan Kapalai Dive Resort,,1.0,,2024-03-12T21:43:13.908Z
Sipadan Kapalai Dive Resort,,5.0,"Il resort è Incredibile, le camere sono molto belle, la nostra era la n 52.
Il transfert lo puoi fissare direttamente con loro, la mattina o il pomeriggio.
La maggioranza del turismo è asiatico, spesso ho notato che sono poco rispettosi dell’ambiente e lo staff con difficoltà fa rispettare le regole. Lo snorkelling lo puoi fare solo in determinati spazi, ci sono correnti molto forti.",2024-03-10T12:36:20.622Z
Sipadan Kapalai Dive Resort,,5.0,beutyfull place,2024-02-21T01:28:32.461Z
Sipadan Kapalai Dive Resort,,5.0,,2024-02-17T11:54:55.522Z
Sipadan Kapalai Dive Resort,1.2/5,,態度服務食物，非常差，，去到這間酒店像落了地獄一樣，從來沒有看過要搶嘢食混亂的場面，食物差得不知怎樣形容，收這樣的價錢給我們吃的東西像豬潲一樣太差太差！酒店房間衛生很差，連電話也沒有找不到服務員，毛巾很臭，連沐浴露洗頭水也沒有，還有把我的㣔李箱弄壞、而且還不認錯,2024-02-16T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,,2024-02-05T10:02:00.519Z
Sipadan Kapalai Dive Resort,,4.0,,2024-01-20T05:55:35.908Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-25T02:47:49.915Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-25T02:47:31.991Z
Berjaya Tioman Resort - Malaysia,,5.0,"Very nice resort, the staff is super friendly and helpful.
Very calm location with clear blue water and very clean beach on one side and luxurious jungle on the other
The staff at the dive center is also super nice and the dives spots are great, plenty of sharks, turtles and colorful fishes !",2026-04-24T04:20:10.429Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-24T04:17:37.108Z
Berjaya Tioman Resort - Malaysia,,5.0,Мы отдыхали здесь неделю. Отличное место. Сервис очень хороший. Мы жили в бунгало с видом на море. Завтраки шикарные. Все очень понравилось.,2026-04-24T03:31:38.480Z
Berjaya Tioman Resort - Malaysia,,5.0,"Thanks to Jasper, Nadia, Wawa, Alyeah and the whole team. Everything was great❤️.",2026-04-24T03:06:48.315Z
Berjaya Tioman Resort - Malaysia,,4.0,,2026-04-23T02:57:47.439Z
Berjaya Tioman Resort - Malaysia,,5.0,All goods here,2026-04-22T02:50:37.657Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-21T03:19:39.774Z
Berjaya Tioman Resort - Malaysia,,4.0,,2026-04-20T12:08:18.452Z
Pulau Payar Marine Park,,5.0,Great island! I could do a lot of water sports activities like snorkeling and scuba diving! Scenery are great especially the sunset. Love this place!,2023-01-19T03:06:32.337Z
Pulau Payar Marine Park,,5.0,I love the view of crystal clear water. Snorkeling is a must when you come here. The fishes & corals here are well protected & conserved.,2023-01-18T16:04:55.134Z
Pulau Payar Marine Park,,5.0,Best for snorkeling 🤿!,2023-01-18T15:26:55.218Z
Pulau Payar Marine Park,,5.0,Exotic marine park with ferry ride. Mind relaxing park,2023-01-18T15:22:57.614Z
Pulau Payar Marine Park,,5.0,"Siapa yang p Langkawi tu, try la mai dekat Pulau ni, mmg lawa sangat2 view diaa, air pun jernih , byk aktiviti laut boleh buat, nk snorkeling ka dive semua ada, view bwh laut dia mmg cantik masyaAllah, rugi kalau xmai kat pulau ni,",2023-01-18T14:42:31.913Z
Pulau Payar Marine Park,,5.0,"a must visit beach when island hoping.
beatiful beach and clear water. snorkeling and scuba diving can be done here.",2023-01-18T14:36:39.281Z
Pulau Payar Marine Park,,5.0,"Planning a short vacation to Langkawi, friend suggest this beautiful place. The sea water is clear, suitable for diving here. Registration smooth and efficient👍🏻👍🏻 It's a good place to relax with family and love.",2023-01-18T14:30:11.313Z
Pulau Payar Marine Park,,5.0,Good introduction to diving,2023-01-18T14:27:33.197Z
Pulau Payar Marine Park,,5.0,Great place for island hopping,2023-01-18T14:27:23.342Z
Pulau Payar Marine Park,,5.0,A must visit place when you come to Langkawi! Magnificent view!,2023-01-18T14:26:09.123Z
Sipadan Kapalai Dive Resort,1.7/5,,環境一絕，垃圾房間,2024-01-03T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,Snorkeling d kawasan Kapalai air deras dan xnampak sangat ikan. Private island.,2024-01-03T07:23:15.709Z
Sipadan Kapalai Dive Resort,,4.0,A resort with good access to dive exploration in the local area.,2023-12-30T12:40:28.192Z
Sipadan Kapalai Dive Resort,,4.0,"I recently had the pleasure of staying at Sipadan Kapalai Dive Resort, and I must say, the views are truly unparalleled. The resort's location offers a unique and stunning perspective that is truly one of a kind. The staff at the resort are incredibly friendly, making the overall experience warm and welcoming.

However, there are a few areas that could use some improvement. The dining experience, for instance, needs some attention. The food choice can be improved, and the timing of the meals can be a bit inconvenient as it tends to cause lines. Perhaps an adjustment to the dining schedule could alleviate this issue and enhance the overall dining experience.

Additionally, the air conditioning in the rooms could be improved. Adding plaster ceiling to the tall roofs might help distribute the cool air more effectively, ensuring a more comfortable stay.

Despite these minor issues, I must emphasize that overall, my experience at Sipadan Kapalai Dive Resort was fantastic.",2023-12-30T08:36:06.710Z
Sipadan Kapalai Dive Resort,4.5/5,,"Love the dive center, rich sea creatures around the diving/ snorkeling spots.Friendly staffs",2023-12-29T23:59:59.999Z
Sipadan Kapalai Dive Resort,,4.0,"The resort is very good in my opinion, but has some areas for improvement. The best thing about it would be the dive center and service, it’s high quality with good locations and nice staff, only bad thing is that there was no nitrox but that’s fine. The food is also very tasty(many options too), and the location is beautiful.

The main areas of improvement in my experience would be the internet and the rooms themselves as there was virtually no internet connectivity outside of the reception, and the cell service wasn’t the best. The rooms can also get a bit hot during midday.

Overall though it is no where near as bad as many of the reviews that i’ve seen on it are and is a great option if you are a diver. I don’t really see why you would come here otherwise though? The main selling point is the diving(which was good), and aside from that there isn’t too much to do aside from swimming or enjoying the scenic location.",2023-12-26T10:25:42.007Z
Sipadan Kapalai Dive Resort,,5.0,,2023-12-22T13:16:43.729Z
Sipadan Kapalai Dive Resort,,2.0,"We stayed for three nights. The facilities in our room were fairly old, the hanging chair on the balcony fell down on the floor when my partner was sitting on it and his toe got bruised. Also I got bitten by lots of bed bugs/fleas since the first night. We asked the resort to clean our room/deal with the bugs but still got bitten every night. We complained to the resort the final solution they gave us was a discount on fins we hired. I would not recommend this place to anyone.",2023-12-18T02:56:17.089Z
Sipadan Kapalai Dive Resort,,5.0,,2023-12-17T05:23:23.925Z
Sipadan Kapalai Dive Resort,,5.0,Great diving resort. Good food with variety.,2023-12-15T08:30:03.721Z
Berjaya Tioman Resort - Malaysia,,3.0,"Wir waren als Paar hier im April, absolute Nebensaison, zum Teil war es schon etwas spooky leer hier. Der Anlage ist sehr in die Jahre gekommen und strahlt mittlerweile den Charme längst vorz gegangener Zeit aus. Das Personal ist superfreundlich und bemüht. Wenn man auf Komfort Wert legt oder darauf angewiesen ist, wird es schwierig wie unten z.b mit den Auflagen auf den Liegen beschrieben.",2026-04-19T07:17:44.987Z
Berjaya Tioman Resort - Malaysia,,5.0,"Front desk, water sports and recreation centre (baby play room and table tennis) staff are very attentive, helpful and friendly also the hotel executive chef they all make our stay very enjoyable and memorable!",2026-04-19T02:36:14.092Z
Berjaya Tioman Resort - Malaysia,,5.0,"Our family of 4 adults and 1 infant stayed at Berjaya Tioman Beach Resort for a long weekend. It was a most relaxing and memorable stay.  The very helpful and always smiling staff made our stay even more pleasant. We had an interesting and adventurous tour of the island for one day - visited the Marine Park and Turtle Sanctuary.  We also went paddle and kayaking on one evening - saw alot of coral reels. They are recovering. Also had a wonderful Yoga session by the seaside in the morning.  Our yoga instructor, Shamini was really great.  She was most professionally and helped me with my first time yoga experience most gently:)  Will be back again. Adious Berjaya.",2026-04-19T02:35:01.467Z
Berjaya Tioman Resort - Malaysia,,5.0,"Overall experience is good. Food prefer local taste.
Mdm Jasper is patient in explaining.",2026-04-19T01:35:28.537Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-18T01:28:27.234Z
Berjaya Tioman Resort - Malaysia,4.7/5,,"Overall it was a lovely experience and almost all of our stay was very pleasant however we were only unhappy about dinner as the quality wasn’t suitable for a 4 star resort. If food wise the options and quality improves, it’ll be one of our favorite resorts. But the staff in general were all so friendly and helpful, the amenities were also good! We thoroughly enjoyed ourselves. Thank you for a memorable trip.",2026-04-15T23:59:59.999Z
Berjaya Tioman Resort - Malaysia,,5.0,"Beautiful setting with room for improvement 🌴

Berjaya Resort in Tioman is in a stunning location, with a lovely beach and peaceful surroundings that make it easy to unwind. The natural beauty of the island is definitely the highlight.

The staff were genuinely lovely and very helpful throughout our stay, and a special mention to Ayu and Dewi from the spa who were absolutely wonderful. Breakfast was also very good with plenty of options to start the day.

However, the resort itself feels a bit outdated and could benefit from more care and attention. The gardens looked quite dry, and the constant whipper snipping didn’t give the grass much of a chance to grow. There was also some visible rubbish around the grounds that could easily be cleaned up.

The pool area could use some refreshing too — the towels really need replacing, and the exterior of the pool looks quite tired and could do with a fresh coat of paint.

Dinner was a bit of a letdown compared to breakfast — it would be great to see more local dishes, especially fresh fish and crab, to really match the island experience.

There also seemed to be a lot of security around, which felt a bit unnecessary for such a relaxed island setting.

Overall, it’s a beautiful spot with great potential, and with a few improvements, it could be truly exceptional.",2026-04-15T23:49:11.729Z
Berjaya Tioman Resort - Malaysia,,5.0,Saya berasa amat berpuas hati atas perkhidmatan hotel dan pekerja drive buggy bernama Zulhilmi dan Norman. Kerana menolong kami satu keluarga atas pertolongan mereka.,2026-04-15T06:00:59.024Z
Berjaya Tioman Resort - Malaysia,,5.0,"Wonderful experience and helpful friendly staffs. Overall a great experience.

Love the beach and love the ambience.",2026-04-15T05:30:38.419Z
